comment_id,parent_id,author,text,like_count,published_at,is_reply,age
UgzpL8azgkFHmIbigN94AaABAg,,@lovewithanimals314,텔포에 덫 까는게 어렵니 물쥐야,0,2024-11-24T03:23:24Z,False,10대
UgxjUM2MmMe6P9TnMlF4AaABAg,,@phenom8540,카피바라도 RPG인데 탄지로가 나오네요..😢,0,2024-11-24T03:18:03Z,False,10대
UgwrUjncnlSNJS0dovV4AaABAg,,@김영훈-g3j,탄지로키우기 게임 링크좀,0,2024-11-24T03:15:31Z,False,10대
UgwrUjncnlSNJS0dovV4AaABAg.ABCmSq5R1PmABCsUn5IrU-,UgwrUjncnlSNJS0dovV4AaABAg,@Onlymm-h6z,메이플 콜라보얘기임..ㅋㅋ,0,2024-11-24T04:08:13Z,True,10대
UgxgjJyKxzQOZyQu6op4AaABAg,,@brownieasdf5373,진이 바이올린쓰니까 4타직전에 바이올린음하나 넣어주면좋겠네.. 선택형으로 스킨?,0,2024-11-24T03:09:07Z,False,10대
UgxKaiQU9fvdAZ296Gh4AaABAg,,@logTea,ㅅ발 지환아 너도 이제 날두를 숭배하는구나 siuuuuuuuuu,0,2024-11-24T03:08:04Z,False,10대
UgyDFYMbtLis5Ngm6DN4AaABAg,,@도윤김-n1i,파칸줄 알고 들어왔는데 목소리 좋아서 놀랐네 ㅅㅂ;;,0,2024-11-24T02:56:54Z,False,10대
Ugz_JlAKq9NEwPWvsDN4AaABAg,,@Jameshabert,자이라 이거보면 댓글 달아라 맞짱까자,0,2024-11-24T02:53:02Z,False,10대
Ugy5KI1UvZrD9QozCFV4AaABAg,,@lililiilli5159,괴물쥐 로아 복귀 기원 4일차,0,2024-11-24T02:17:14Z,False,10대
UgzCPT6mEuun9t7iEZd4AaABAg,,@지그뮈니,자이라 잡아다 개패고싶네,0,2024-11-24T02:14:23Z,False,10대
Ugw0wlmi2xyMeP55Mbp4AaABAg,,@오리-h3g,"지환아 오늘 커피는 뭐 마실래 ? <a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=1244"">20:44</a>",0,2024-11-24T02:01:44Z,False,10대
UgxSk1qnYnxkEB4h6Ed4AaABAg,,@땡구리,잉 코르키 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개귀엽네,0,2024-11-24T01:59:45Z,False,10대
UgzRd0M_pKPl4uRWJC54AaABAg,,@sunkisttt9486,근데 괴물쥐 왤케 늙어보이냐.. 원랜 20대처럼 보였는데 이제 진짜 아저씨같네 얼굴이,0,2024-11-24T01:56:53Z,False,10대
Ugw3HObFk8h7kJ7lDOZ4AaABAg,,@motherfuck1332,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=26"">0:26</a> 띠동갑이 맞다",0,2024-11-24T01:29:52Z,False,10대
UgzLoAL0Yx_F14wMogB4AaABAg,,@정지백-j5z,마마 빅뱅 에스파 공연 보다가 이거보니깐 왤캐 초라하냐 ㅋㅋ 물쥐 인방도 대단하지만 연예인 이랑 비교하니 참.. 눈물이나네,0,2024-11-24T01:26:07Z,False,10대
Ugz67z8jIQpIMaFOTL54AaABAg,,@nook23215,마스터 그마큐에도 저런 정글이 있구나 ㄷㄷ,0,2024-11-24T01:23:42Z,False,10대
UgzT61LSI8Y-29FOiFp4AaABAg,,@황찬우-i1d,자 챌입장에서볼때 1렙쇼뷰는 당연히 우디르 칼부먹고 레드든 블루든 3캠아래 노스팰이니 갈거니까 물쥐는걍 생각이없어서 챌은못와 ㅋㅋ거기서겜끝,0,2024-11-24T01:19:09Z,False,10대
UgyM5WX5YGJIgDyFkaR4AaABAg,,@프사클릭후더보기,마스터의 제왕 괴물쥐,0,2024-11-24T01:06:28Z,False,10대
UgyXX54p1bBLWnNDg1d4AaABAg,,@user-zj9tn7mg6z,신병 위로 휴가 나갈때 위병소로 뛰어 나가는 속도로 달려왔습니다.,0,2024-11-24T00:42:57Z,False,10대
Ugwy5Fg_DnSkcUI9MZ94AaABAg,,@masturbationismyinspiratio7112,오랜만에 이런 괴물쥐 영상 보니까 눈물이 나네. 너가 참 좋아했던 괴물쥐 롤 영상들. 넌 추운 겨울에 이런 영상들을 보면서 따뜻한 우리집 이불이 이 세상 어느 곳 보다도 좋다면서 침대를 떠나지 않았어. 넌 심심할 때면 이런 영상들을 봤고 그게 너에게 안정감을 주듯이 잠에 들 때에는 꼭 괴물쥐 영상을 보았었어. 넌 특히나 괴물쥐 롤 영상들. 그것 중에서도 일상적인 롤 솔랭 영상들을 좋아했지. 지금 이 영상처럼 말이야.<br>넌 분명히 이 영상을 보겠지.<br>너를 만났던 계절이 오니 몸이 서려오네,1,2024-11-24T00:30:14Z,False,10대
Ugwy5Fg_DnSkcUI9MZ94AaABAg.ABCUYF9IG5RABCqj15f_c2,Ugwy5Fg_DnSkcUI9MZ94AaABAg,@king_xx_hurts_,아오 엠평;,1,2024-11-24T03:52:49Z,True,10대
Ugwy5Fg_DnSkcUI9MZ94AaABAg.ABCUYF9IG5RABCqm4tMMLq,Ugwy5Fg_DnSkcUI9MZ94AaABAg,@king_xx_hurts_,닉네임 시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 자위가 니 영감이냐?,0,2024-11-24T03:53:13Z,True,10대
UgyjHtlQ0nk3l7M-G-p4AaABAg,,@Maris-iw8yg,텔포걍 적넥서스 방향이라 생각하면 쉬운데 모르넹,0,2024-11-24T00:20:34Z,False,10대
UgzZjJfxNemz4qmy_I14AaABAg,,@user-킹갓조,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=246"">4:06</a> si uu uuu uuu uuu",1,2024-11-23T23:47:45Z,False,10대
UgxR0lrQngS7TgSfLDJ4AaABAg,,@안녕안녕-e1c,자꾸 탄지로 키우러 가라는게 뭔말임?? 귀칼 탄지로가 갑자기 왜나오지..,0,2024-11-23T23:37:02Z,False,10대
UgylAdvq_-qzEN_aZR94AaABAg,,@user-c21pk3gs1f,이거 생방날짜가 언제임? 07이면 적어도 만17세아니냐,0,2024-11-23T23:26:04Z,False,10대
Ugx_VePPqvIcKZ8xnBB4AaABAg,,@UM_BYEONG_CHUN,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=943"">15:43</a> 젊은이 그게 무슨 소리야? <br>자네가 내 자리에 앉겠다니?",3,2024-11-23T22:36:56Z,False,10대
Ugxj0kYTiQgbpxJSlfB4AaABAg,,@김종-k3m,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=124"">2:04</a> 녹방 맞냐? 리액션 진짜 개쩐다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 맛깔나서 녹방 같지가 않음 ㅋㅋㅋ! 😆👏",0,2024-11-23T22:13:23Z,False,10대
Ugzhv5Pep109rHOWT6t4AaABAg,,@wewoo6788,징크스 죽음,0,2024-11-23T21:58:04Z,False,10대
Ugz5-aIkdEPfRWBrQrl4AaABAg,,@승훈이-w5x,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=795"">13:15</a> 대상헉",0,2024-11-23T21:52:03Z,False,10대
Ugwi9QhGJwL4mBPrj3F4AaABAg,,@koinmhn5196,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=35"">0:35</a> 저번부터 왜 케틀들고 부쉬들어가서 안싸우는거지",1,2024-11-23T21:32:32Z,False,10대
Ugwi9QhGJwL4mBPrj3F4AaABAg.ABCACiHriF-ABCXhn0RqB2,Ugwi9QhGJwL4mBPrj3F4AaABAg,@tggfsevv133,애초에 잔나가 물리고시작한거라 질쌈이라 판단해서 뒤로빼면서 싸우는걸로 판단한듯.저기서 부쉬로 들어가면 동선이 뒤쪽이아닌 옆으로이동해야하기에 졌을때 죽을확률이 높음.뭐이건 말로표현하니까 복잡한거지 사실되게 간단한 판단임,0,2024-11-24T00:57:53Z,True,10대
Ugwi9QhGJwL4mBPrj3F4AaABAg.ABCACiHriF-ABCj0qTfT6W,Ugwi9QhGJwL4mBPrj3F4AaABAg,@dongdong3130,브론즈새끼 ㅋㅋㅋ,0,2024-11-24T02:45:29Z,True,10대
UgyfxHSgy7PSxrXq6Jl4AaABAg,,@찹쌀떡-h4t,분명... 7시간 전꺼인데...  다 아는내용이네...,0,2024-11-23T21:30:44Z,False,10대
Ugzx2wnkcMWcJbhwFrN4AaABAg,,@jicky9120,매독걸린 징크스라니...,1,2024-11-23T21:11:28Z,False,10대
Ugz8hSOPWciGXq9D4TR4AaABAg,,@먹방의황제조강현,정글 자이라 해보면 정글링이 너무 빨라서 정글먹는 재미로 하게됨.. 상대꺼 계속 카정하면서 도파민 나옴 그러니까 게임 끝내기보다 정글 먹는게 더 재밌음,0,2024-11-23T19:54:59Z,False,10대
Ugz8hSOPWciGXq9D4TR4AaABAg.ABC-2IU7WDvABC3AibfbR8,Ugz8hSOPWciGXq9D4TR4AaABAg,@KIKKKK-g2y,그런애들이 부모욕 맥이는거ㅋ그럴거면 알피지하러 가라고 팀게임 쳐하면서 남 피해주지말고 ㅋㅋㅋㅋ 지 재밌으니까 된거임?ㅋㅋㅋㅋ,0,2024-11-23T20:31:05Z,True,10대
UgzDeZ9GFuc5LAeQhiV4AaABAg,,@격기3반-z6e,자이라 인중 개세게 때리고 싶네,0,2024-11-23T19:53:07Z,False,10대
Ugzkp2n56cjw67JtYId4AaABAg,,@그런건없다,킨드 시발년 존나 웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2024-11-23T19:43:07Z,False,10대
Ugy74fe8exOBw4JmFP94AaABAg,,@isinece,많고많은~ 챔프중에<br>잔나가! 제일! 꼴렸! 찌!,1,2024-11-23T19:39:41Z,False,10대
UgyNyTjOLioO3wMUgWZ4AaABAg,,@감감무소식-t9u,매혹이 아닌 매독으로 봤네요... 죄송합니다 대물쥐님...,0,2024-11-23T19:28:30Z,False,10대
UgzkabaT-CZr147bsDV4AaABAg,,@sanghyuklee-g8i,진짜 분씨딸 kda딸치면서 자위하는애들 역하긴해,0,2024-11-23T19:19:52Z,False,10대
Ugw1tUHKY0Xm8UIKQkd4AaABAg,,@나등장-m2b,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=1244"">20:44</a>  장지환씨 커피 뭐 드실래요",2,2024-11-23T19:14:06Z,False,10대
UgwU-tBJSi4eowOLFEt4AaABAg,,@kandjcwjqj,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=125"">2:05</a> 도움이 필요한 아이입니다",0,2024-11-23T19:12:12Z,False,10대
UgzJr3f-3RkeSCOz5UF4AaABAg,,@IK-mr4wx,자이라는 진지하게 10만원단 아니냐? 일부러 지려고 했는데 게임이 너무 터져서 이긴거같은데,0,2024-11-23T19:06:59Z,False,10대
Ugx47DY1zMjQyHMdNPV4AaABAg,,@hahaha12391,그저.. SIUUUUUUUUUU,0,2024-11-23T19:06:47Z,False,10대
Ugz6trOrxGjOZIEu8Gd4AaABAg,,@한태종-o1f,ㅋㅋㅋㅋ자이라같은 정글 진짜 죽이고싶네 왜 저렇게함 브롬즈도 안되는 ㅅㅋ들 ㅋㅋ,0,2024-11-23T19:02:09Z,False,10대
UgwaF21VtecDiaGxZnh4AaABAg,,@으으아아,근데 이분 그마 아니셨나요??,0,2024-11-23T18:57:48Z,False,10대
UgxP54SliHa9El7qh-x4AaABAg,,@최하준-p8i,쵸비 ㅈㄱ드립 ㅋㅋㅋ,0,2024-11-23T18:48:19Z,False,10대
UgyB0eSUgVZOyptZGX94AaABAg,,@jitaeju625,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=250"">4:10</a> 호동생인 척하는 거 역겹네",0,2024-11-23T18:47:14Z,False,10대
UgyOu98dZ190Y_-Xqmd4AaABAg,,@tomato-matt,이거 전 영상도 그렇고 케틀로 부시패시브 안쓰는거 불편합니다 물쥐님!😢,0,2024-11-23T18:43:27Z,False,10대
Ugz63IP4OkihhrqgdWx4AaABAg,,@초롱롱-w7g,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=178"">2:58</a> 근데 얘는 몇천판하면서 텔 어디떨어지는지도 모르네 ㅋㅋ",2,2024-11-23T18:41:24Z,False,10대
Ugz63IP4OkihhrqgdWx4AaABAg.ABBrcOHVl6eABBvpQoAjPx,Ugz63IP4OkihhrqgdWx4AaABAg,@kanggyumin,미니언 등뒤에 떨어지는줄아는듯 ㅋㅋㅋ,0,2024-11-23T19:18:08Z,True,10대
Ugw4PYpmqLPJH5lz2x54AaABAg,,@edge__runner,파우더…,0,2024-11-23T18:37:53Z,False,10대
UgxfSqPzYON1q47lRjJ4AaABAg,,@순우임,괴물쥐보단 가재맨,0,2024-11-23T18:35:29Z,False,10대
UgxvZEOxqB9TR42WaHZ4AaABAg,,@강민서-q4j,아케인의 징크스가 떠오르는군요,0,2024-11-23T18:31:26Z,False,10대
UgwseIi_g2Ool27ptih4AaABAg,,@동강-g6x,야 장지환!!! 김찬호가 롤체 올리래!,0,2024-11-23T18:30:47Z,False,10대
Ugzna3cUBLTui9It0qJ4AaABAg,,@SJH5730,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA""></a>",0,2024-11-23T18:28:05Z,False,10대
UgyhJO3ab_Pc-smSwpp4AaABAg,,@fjwoassjwa,요즘 솔랭 자이라처럼 하눈 새끼들 존나많긴함,1,2024-11-23T18:25:16Z,False,10대
UgxuXL0hi8H_3waPpQt4AaABAg,,@특혜-n8c,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=545"">9:05</a> 물쥐님 아무리 그래도 패드림은 좀..",19,2024-11-23T18:06:38Z,False,10대
Ugy1FWA8IRoI-2yLX394AaABAg,,@CQ___,시우 ㅋㅋㅋㅋ,0,2024-11-23T17:47:08Z,False,10대
UgzpXkPiMGFW3kl_6Q54AaABAg,,@혜지장인,괴물쥐기 서폿 여럿 접게한다 진짜. 잔나가 못한부분이없는데 시청자들이랑 조리돌림 미쳤네 ㄷㄷ,0,2024-11-23T17:35:50Z,False,10대
Ugx9YdkhwBCX5MHrHNd4AaABAg,,@Ekkoed,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=307"">5:07</a> 모자이크 십ㅋㅋㅋㅋ",0,2024-11-23T17:31:10Z,False,10대
UgxWmpU6qrspdy1u4Td4AaABAg,,@참나무12,자이라 애미 ㅋㅋ,0,2024-11-23T17:30:39Z,False,10대
Ugwc-Xm4n4QlesJ3vit4AaABAg,,@못말리는아가씨-f3r,시우: 괴물쥐 씨발 미친새끼 ㅈㄴ 웃기네 ㅋㅋ,0,2024-11-23T17:30:36Z,False,10대
UgxP9j1aoHVp1F-Kchx4AaABAg,,@damm8355,락카 지우러가는 동덕여대생처럼 달려왔습니다.,0,2024-11-23T17:22:11Z,False,10대
UgyKsZKIOj9f1A6D7n14AaABAg,,@Kanain07,물쥐님 맛있었습니다😚,0,2024-11-23T17:12:04Z,False,10대
UgwDfaAnWuSi1ZUQILJ4AaABAg,,@Kishi-n6z,진짜 썸넬은 ㅈㄴ맛있게 잘뽑는다 ㅋㅋㅋ,0,2024-11-23T17:05:02Z,False,10대
Ugz0_s3JqcAdBlcDNTx4AaABAg,,@니얼굴-d3i8f,물쥐 오빠 롤체 시즌 바꼈는데 롤체 해줘잉,0,2024-11-23T17:04:18Z,False,10대
UgxXVmbNHbzBEtkGk9Z4AaABAg,,@칠레팡매,메독걸린 징크스는 너무한것 같아요,0,2024-11-23T17:02:42Z,False,10대
UgyQ03RjP6yzXehA2U94AaABAg,,@이짱구-i6q,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=390"">6:30</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,2024-11-23T16:51:29Z,False,10대
UgyZ5bCO-JAXMzwcBKF4AaABAg,,@배수-p4y,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=393"">6:33</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌ",14,2024-11-23T16:47:57Z,False,10대
UgzndDsGWt-SaZSShFZ4AaABAg,,@감자숑숑,쥐환이 갈수록 앞머리 자꾸 벌려지구있어.,0,2024-11-23T16:24:26Z,False,10대
UgzYa6_tXhz3W3HCp8h4AaABAg,,@유스비,물쥐님 앞머리 어디갔어요?,1,2024-11-23T16:24:17Z,False,10대
UgyiwbZTQJchIZI47iZ4AaABAg,,@sjh-b7e,발치해서 공익갔나 잔나한테 자꾸 이를 달라고 하네 엠씨괴물쥐,0,2024-11-23T16:23:03Z,False,10대
UgzUrZW9owlBlpfCaDp4AaABAg,,@user-hi2ye2vl1l,괴물쥐 편집자는 열심히 일하네 어제 본방 본 게 올라오네 그나저나 디도스나 저격 좀 적당히 했음 좋겠다 애가 힘들어 하는 게 보여~,0,2024-11-23T16:22:05Z,False,10대
UgxCQUdcJMORBoE7th14AaABAg,,@김둑박,"<a href=""https://www.youtube.com/watch?v=3YwljDL7VNw&amp;t=392"">6:32</a> 시우: 괴물쥐 씨발 미친새끼 ㅇㅈㄹ이 개웃기네ㅋㅋ",0,2024-11-23T16:19:23Z,False,10대
Ugwj_lAOfCqNHbU3-pJ4AaABAg,,@이화경-d9f,레드는 챙겨야죠 물쥐형 ㅋㅋㅋ 얶까 ㄴ,0,2024-11-23T16:18:26Z,False,10대
UgxhDq8eunmQVzTFBSx4AaABAg,,@김현-q2t3t,매독 걸린 징크스,1,2024-11-23T16:18:11Z,False,10대
Ugz0VmojaJiHm7JR-gN4AaABAg,,@monkey_8282,대ㅡ보ㅡ겸 화이팅❤️,0,2024-11-23T16:16:24Z,False,10대
Ugx5edx8B7DBptaww3B4AaABAg,,@decohhgh5276,시우 근데 기대 받는 정도가 역대급인데 페이즈 제우스 루시드 보다도 기대감 높나 본데 ㄷㄷ,0,2024-11-23T16:07:11Z,False,10대
UgzaLHDqwEVgZ1ZC0dR4AaABAg,,@jacob-ys1wq,매독걸린 징크스로봤네 하,1,2024-11-23T16:04:45Z,False,10대
UgyKG1HGRbmehjAUkmd4AaABAg,,@정현수-j5w,화면 짤린것깉습니다,0,2024-11-23T15:58:42Z,False,10대
Ugw4nFRh74_Ju8snaxV4AaABAg,,@벙벙-e8q,🥹🥹🫶,0,2024-11-23T15:49:08Z,False,10대
Ugz2m5pOl3tlYYNmbQJ4AaABAg,,@sn6615,팬이에요가 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋㅋㅋ,0,2024-11-23T15:45:00Z,False,10대
UgziqRsaCwzZ9OyuVJR4AaABAg,,@안녕-i8n,오늘 생일인데 축하해주세요 히히,5,2024-11-23T15:41:58Z,False,10대
UgziqRsaCwzZ9OyuVJR4AaABAg.ABBY5CAnh3BABB_fuOoge5,UgziqRsaCwzZ9OyuVJR4AaABAg,@동백이-s5m,🎉,1,2024-11-23T16:04:36Z,True,10대
UgziqRsaCwzZ9OyuVJR4AaABAg.ABBY5CAnh3BABB_mF6is1B,UgziqRsaCwzZ9OyuVJR4AaABAg,@Wook_1226,🎉🎉🎉🎉,1,2024-11-23T16:05:28Z,True,10대
UgziqRsaCwzZ9OyuVJR4AaABAg.ABBY5CAnh3BABC-Ha5wp6S,UgziqRsaCwzZ9OyuVJR4AaABAg,@먹방의황제조강현,ㅊㅋㅊㅋ 행복한 하루 보내요,1,2024-11-23T19:57:04Z,True,10대
Ugw6A1VUfuNUeQtbved4AaABAg,,@엔젤릭,탄지로 키우러 가라 ㅋㅋ 이거 왤캐웃기냐 ㅋㅋ,0,2024-11-23T15:41:20Z,False,10대
UgytTVa7D_zYcOPDvy54AaABAg,,@lnd4928,동덕여대 시위 책임 피하듯 달려왔습니다,0,2024-11-23T15:34:22Z,False,10대
UgzeT9qNDyzdzk588El4AaABAg,,@user-rm1rq3uj9c,물쥐형 레디오어 낫 해줘잉,0,2024-11-23T15:34:04Z,False,10대
Ugyi1LdZRaXLyGhBTAB4AaABAg,,@빰빰-o7o,이쉑 머리 언제잘랏냐,0,2024-11-23T15:32:51Z,False,10대
UgyoECye0J0a5kFTSvZ4AaABAg,,@Lliiillliiiiiqq,매혹에 걸린 괴물쥐❤️❤️❤️<br> 츄르ㅡㅡㅡ릅🥵🥵🥵,1,2024-11-23T15:30:29Z,False,10대
UgzTET7xbHV2t0ZzzRt4AaABAg,,@I9금-보관용-계정-B97,<b>박수 한 번 주세요 ~</b>,9509,2024-11-23T15:29:30Z,False,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXGrtzjcY,UgzTET7xbHV2t0ZzzRt4AaABAg,@위에-원댓-프사-눌러봐,"프,, 사",1,2024-11-23T15:34:50Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXH_moZvg,UgzTET7xbHV2t0ZzzRt4AaABAg,@위에-원댓-프사-눌러봐,지리놐ㅋㅋㅋ,0,2024-11-23T15:34:56Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXIJJlUR7,UgzTET7xbHV2t0ZzzRt4AaABAg,@위에-원댓-프사-눌러봐,오늘은 이거다!!,0,2024-11-23T15:35:01Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXMTi687v,UgzTET7xbHV2t0ZzzRt4AaABAg,@I9금-보관용-계정-B97,@@위에-원댓-프사-눌러봐 ❤,0,2024-11-23T15:35:36Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXOQXzdvl,UgzTET7xbHV2t0ZzzRt4AaABAg,@I9금-보관용-계정-B97,@@위에-원댓-프사-눌러봐 🧡,0,2024-11-23T15:35:52Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXQF_spEs,UgzTET7xbHV2t0ZzzRt4AaABAg,@I9금-보관용-계정-B97,@@위에-원댓-프사-눌러봐 💚,0,2024-11-23T15:36:07Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh7bDqR3,UgzTET7xbHV2t0ZzzRt4AaABAg,@틀니허세충,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh7d3iPQ,UgzTET7xbHV2t0ZzzRt4AaABAg,@위에-원댓-프사-눌러봐,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh7emI10,UgzTET7xbHV2t0ZzzRt4AaABAg,@l9-너-프사-지렸다,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh7wNhlA,UgzTET7xbHV2t0ZzzRt4AaABAg,@AbbyTidwell-s9v,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh8OvAYZ,UgzTET7xbHV2t0ZzzRt4AaABAg,@원댓글-프사-눌러봐,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh8gJwIM,UgzTET7xbHV2t0ZzzRt4AaABAg,@ToniGeslin-p3s,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh8fgINc,UgzTET7xbHV2t0ZzzRt4AaABAg,@MelissaSpence-l4b,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBXh9nDtt6,UgzTET7xbHV2t0ZzzRt4AaABAg,@PaigeBode-l2c,💙,0,2024-11-23T15:38:33Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBhjQDTYiZ,UgzTET7xbHV2t0ZzzRt4AaABAg,@원댓글-프사-눌러봐,🍨,0,2024-11-23T17:14:59Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBlLrPsZkI,UgzTET7xbHV2t0ZzzRt4AaABAg,@ggsgroup4962,👏,1,2024-11-23T17:46:35Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBnu_9Vc0J,UgzTET7xbHV2t0ZzzRt4AaABAg,@위에-챈얼-클릭-해봐라,😍,0,2024-11-23T18:08:56Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBnua6jZHI,UgzTET7xbHV2t0ZzzRt4AaABAg,@위에-원댓-프사-가봐,😍,0,2024-11-23T18:08:56Z,True,10대
UgzTET7xbHV2t0ZzzRt4AaABAg.ABBWeo_RyD7ABBnu_FfRw_,UgzTET7xbHV2t0ZzzRt4AaABAg,@TeresaMoritomo-p6n,😍,0,2024-11-23T18:08:56Z,True,10대
